nodes,node_labels,adj_labels,adj_nodes
Dutch,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['acqsc_quality_standards_consumer_outcome_a3-poster_dutch.pdf', 'acqsc_charter_of_rights_a5_booklet_-_dutch.pdf', 'dutch_-_dept_health_-_charter_of_aged_care_rights.docx', 'dutch_-_dept_health_-_charter_of_aged_care_rights.pdf', 'notice_of_collection_-_dutch.pdf']"
French,CATEGORY,"['FILE', 'FILE']","['acqsc_quality_standards_consumer_outcome_a3-poster_french.pdf', 'notice_of_collection_-_french.pdf']"
German,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['acqsc_quality_standards_consumer_outcome_a3-poster_german.pdf', 'acqsc_charter_of_rights_a5_booklet_-_german.pdf', 'german_-_dept_health_-_charter_of_aged_care_rights.docx', 'german_-_dept_health_-_charter_of_aged_care_rights.pdf', 'notice_of_collection_-_german.pdf']"
Greek,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['acqsc_quality_standards_consumer_outcome_a3-poster_greek.pdf', 'acqsc_charter_of_rights_a5_booklet_-_greek.pdf', 'greek_-_dept_health_-_charter_of_aged_care_rights.docx', 'greek_-_dept_health_-_charter_of_aged_care_rights.pdf', 'notice_of_collection_-_greek.pdf']"
Hindi,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['acqsc_quality_standards_consumer_outcome_a3-poster_hindi.pdf', 'acqsc_charter_of_rights_a5_booklet_-_hindi.pdf', 'hindi_-_dept_health_-_charter_of_aged_care_rights.docx', 'hindi_-_dept_health_-_charter_of_aged_care_rights.pdf', 'notice_of_collection_-_hindi.pdf']"
Hungarian,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['acqsc_quality_standards_consumer_outcome_a3-poster_hungarian.pdf', 'acqsc_charter_of_rights_a5_booklet_-_hungarian.pdf', 'hungarian_-_dept_health_-_charter_of_aged_care_rights.docx', 'hungarian_-_dept_health_-_charter_of_aged_care_rights.pdf', 'notice_of_collection_-_hungarian.pdf']"
Italian,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE']","['acqsc_quality_standards_consumer_outcome_a3-poster_italian.pdf', 'acqsc_charter_of_rights_a5_booklet_-_italian.pdf', 'italian_-_dept_health_-_charter_of_aged_care_rights.docx', 'italian_-_dept_health_-_charter_of_aged_care_rights.pdf']"
Korean,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['acqsc_quality_standards_consumer_outcome_a3-poster_korean.pdf', 'acqsc_charter_of_rights_a5_booklet_-_korean.pdf', 'korean_-_dept_health_-_charter_of_aged_care_rights.docx', 'korean_-_dept_health_-_charter_of_aged_care_rights.pdf', 'notice_of_collection_-_korean.pdf']"
Latvian,CATEGORY,"['FILE', 'FILE']","['acqsc_quality_standards_consumer_outcome_a3-poster_latvian.pdf', 'notice_of_collection_-_latvian.pdf']"
Macedonian,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['acqsc_quality_standards_consumer_outcome_a3-poster_macedonian.pdf', 'acqsc_charter_of_rights_a5_booklet_-_macedonian.pdf', 'macedonian_-_dept_health_-_charter_of_aged_care_rights_0.docx', 'macedonian_-_dept_health_-_charter_of_aged_care_rights_0.pdf', 'notice_of_collection_-_macedonian.pdf']"
Maltese,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE']","['acqsc_quality_standards_consumer_outcome_a3-poster_maltese.pdf', 'acqsc_charter_of_rights_a5_booklet_-_maltese.pdf', 'maltese_-_dept_health_-_charter_of_aged_care_rights.docx', 'maltese_-_dept_health_-_charter_of_aged_care_rights.pdf']"
Polish,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['acqsc_quality_standards_consumer_outcome_a3-poster_polish.pdf', 'acqsc_charter_of_rights_a5_booklet_-_polish.pdf', 'polish_-_dept_health_-_charter_of_aged_care_rights_0.docx', 'polish_-_dept_health_-_charter_of_aged_care_rights_0.pdf', 'notice_of_collection_-_polish.pdf']"
Portuguese,CATEGORY,"['FILE', 'FILE']","['acqsc_quality_standards_consumer_outcome_a3-poster_portuguese.pdf', 'notice_of_collection_-_portuguese.pdf']"
Russian,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['acqsc_quality_standards_consumer_outcome_a3-poster_russian.pdf', 'acqsc_charter_of_rights_a5_booklet_-_russian.pdf', 'russian_-_dept_health_-_charter_of_aged_care_rights.docx', 'russian_-_dept_health_-_charter_of_aged_care_rights.pdf', 'notice_of_collection_-_russian.pdf']"
Serbian,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['acqsc_quality_standards_consumer_outcome_a3-poster_serbian.pdf', 'acqsc_charter_of_rights_a5_booklet_-_serbian.pdf', 'serbian_-_dept_health_-_charter_of_aged_care_rights.docx', 'serbian_-_dept_health_-_charter_of_aged_care_rights.pdf', 'notice_of_collection_-_serbian.pdf']"
Simplified Chinese,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE']","['acqsc_quality_standards_consumer_outcome_a3-poster_simplified_chinese.pdf', 'acqsc_charter_of_rights_a5_booklet_-_chinese_simplified.pdf', 'chinese_simplified_-_dept_health_-_charter_of_aged_care_rights.docx', 'chinese_simplified_-_dept_health_-_charter_of_aged_care_rights.pdf']"
Spanish,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE']","['acqsc_quality_standards_consumer_outcome_a3-poster_spanish.pdf', 'acqsc_charter_of_rights_a5_booklet_-_spanish.pdf', 'spanish_-_dept_health_-_charter_of_aged_care_rights.docx', 'spanish_-_dept_health_-_charter_of_aged_care_rights.pdf']"
Tagalog,CATEGORY,['FILE'],['acqsc_quality_standards_consumer_outcome_a3-poster_tagalog.pdf']
Traditional Chinese,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE']","['acqsc_quality_standards_consumer_outcome_a3-poster_traditional_chinese.pdf', 'acqsc_charter_of_rights_a5_booklet_-_chinese_traditional.pdf', 'chinese_traditional_-_dept_health_-_charter_of_aged_care_rights.docx', 'chinese_traditional_-_dept_health_-_charter_of_aged_care_rights.pdf']"
Turkish,CATEGORY,"['FILE', 'FILE']","['acqsc_quality_standards_consumer_outcome_a3-poster_turkish.pdf', 'notice_of_collection_-_turkish.pdf']"
Ukrainian,CATEGORY,"['FILE', 'FILE']","['acqsc_quality_standards_consumer_outcome_a3-poster_ukrainian.pdf', 'notice_of_collection_-_ukranian.pdf']"
Vietnamese,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE']","['acqsc_quality_standards_consumer_outcome_a3-poster_vietnamese.pdf', 'acqsc_charter_of_rights_a5_booklet_-_vietnamese.pdf', 'vietnamese_-_dept_health_-_charter_of_aged_care_rights.docx', 'vietnamese_-_dept_health_-_charter_of_aged_care_rights.pdf']"
Charter of Aged Care Rights,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['accessible_version_-_approved_by_online_comms_-_charter_poster.docx', 'acqsc_charter_of_rights_poster_a3_v7_lr.pdf', 'Charter of Aged Care Rights - Template for Signing.docx', 'Charter of Aged Care Rights - Template for Signing.pdf', 'a_little_yarn-alyawarra.pdf', 'a_little_yarn-arrernte.pdf', 'a_little_yarn-english.pdf', 'a_little_yarn-luritja.pdf', 'a_little_yarn-pitjantjatjarra.pdf', 'a_little_yarn-tsi_creole.pdf', 'a_little_yarn-warlpiri.pdf', 'a_little_yarn_alyawarra_factsheet.pdf', 'a_little_yarn_arrernte_factsheet.pdf', 'a_little_yarn_english_factsheet.pdf', 'a_little_yarn_luritja_factsheet.pdf', 'a_little_yarn_pitjantjatjarra_fact_sheet.pdf', 'a_little_yarn_tsi_creole_factsheet.pdf', 'a_little_yarn_warlpiri_factsheet.pdf', 'Reportable_Assault_Form_070120.docx', '[D19-1430255] Reportable assault flowchart 2020.pdf', 'Accessible_word_version of Charter of Aged Care Rights booklet.docx', 'ACQSC_Charter-of-Rights_A5_Booklet_V11b.pdf', 'acqsc_charter_of_rights_a5_booklet_-_arabic.pdf', 'acqsc_charter_of_rights_a5_booklet_-_chinese_simplified.pdf', 'acqsc_charter_of_rights_a5_booklet_-_chinese_traditional.pdf', 'acqsc_charter_of_rights_a5_booklet_-_croatian.pdf', 'acqsc_charter_of_rights_a5_booklet_-_dutch.pdf', 'acqsc_charter_of_rights_a5_booklet_-_german.pdf', 'acqsc_charter_of_rights_a5_booklet_-_greek.pdf', 'acqsc_charter_of_rights_a5_booklet_-_hindi.pdf', 'acqsc_charter_of_rights_a5_booklet_-_hungarian.pdf', 'acqsc_charter_of_rights_a5_booklet_-_italian.pdf', 'acqsc_charter_of_rights_a5_booklet_-_korean.pdf', 'acqsc_charter_of_rights_a5_booklet_-_macedonian.pdf', 'acqsc_charter_of_rights_a5_booklet_-_maltese.pdf', 'acqsc_charter_of_rights_a5_booklet_-_polish.pdf', 'acqsc_charter_of_rights_a5_booklet_-_russian.pdf', 'acqsc_charter_of_rights_a5_booklet_-_serbian.pdf', 'acqsc_charter_of_rights_a5_booklet_-_spanish.pdf', 'acqsc_charter_of_rights_a5_booklet_-_vietnamese.pdf', 'restraint_scenarios_v1.pdf']"
A Little Yarn,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['a_little_yarn-alyawarra.pdf', 'a_little_yarn-arrernte.pdf', 'a_little_yarn-english.pdf', 'a_little_yarn-luritja.pdf', 'a_little_yarn-pitjantjatjarra.pdf', 'a_little_yarn-tsi_creole.pdf', 'a_little_yarn-warlpiri.pdf', 'a_little_yarn_alyawarra_factsheet.pdf', 'a_little_yarn_arrernte_factsheet.pdf', 'a_little_yarn_english_factsheet.pdf', 'a_little_yarn_luritja_factsheet.pdf', 'a_little_yarn_pitjantjatjarra_fact_sheet.pdf', 'a_little_yarn_tsi_creole_factsheet.pdf', 'a_little_yarn_warlpiri_factsheet.pdf']"
Alyawarra,CATEGORY,"['FILE', 'FILE']","['a_little_yarn-alyawarra.pdf', 'a_little_yarn_alyawarra_factsheet.pdf']"
Arrernte,CATEGORY,"['FILE', 'FILE']","['a_little_yarn-arrernte.pdf', 'a_little_yarn_arrernte_factsheet.pdf']"
Luritja,CATEGORY,"['FILE', 'FILE']","['a_little_yarn-luritja.pdf', 'a_little_yarn_luritja_factsheet.pdf']"
Pitjantjatjarra,CATEGORY,"['FILE', 'FILE']","['a_little_yarn-pitjantjatjarra.pdf', 'a_little_yarn_pitjantjatjarra_fact_sheet.pdf']"
Tsi Creole,CATEGORY,"['FILE', 'FILE']","['a_little_yarn-tsi_creole.pdf', 'a_little_yarn_tsi_creole_factsheet.pdf']"
Warlpiri,CATEGORY,"['FILE', 'FILE']","['a_little_yarn-warlpiri.pdf', 'a_little_yarn_warlpiri_factsheet.pdf']"
Assault,CATEGORY,"['FILE', 'FILE']","['Reportable_Assault_Form_070120.docx', '[D19-1430255] Reportable assault flowchart 2020.pdf']"
Booklet,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['Accessible_word_version of Charter of Aged Care Rights booklet.docx', 'ACQSC_Charter-of-Rights_A5_Booklet_V11b.pdf', 'acqsc_charter_of_rights_a5_booklet_-_arabic.pdf', 'acqsc_charter_of_rights_a5_booklet_-_chinese_simplified.pdf', 'acqsc_charter_of_rights_a5_booklet_-_chinese_traditional.pdf', 'acqsc_charter_of_rights_a5_booklet_-_croatian.pdf', 'acqsc_charter_of_rights_a5_booklet_-_dutch.pdf', 'acqsc_charter_of_rights_a5_booklet_-_german.pdf', 'acqsc_charter_of_rights_a5_booklet_-_greek.pdf', 'acqsc_charter_of_rights_a5_booklet_-_hindi.pdf', 'acqsc_charter_of_rights_a5_booklet_-_hungarian.pdf', 'acqsc_charter_of_rights_a5_booklet_-_italian.pdf', 'acqsc_charter_of_rights_a5_booklet_-_korean.pdf', 'acqsc_charter_of_rights_a5_booklet_-_macedonian.pdf', 'acqsc_charter_of_rights_a5_booklet_-_maltese.pdf', 'acqsc_charter_of_rights_a5_booklet_-_polish.pdf', 'acqsc_charter_of_rights_a5_booklet_-_russian.pdf', 'acqsc_charter_of_rights_a5_booklet_-_serbian.pdf', 'acqsc_charter_of_rights_a5_booklet_-_spanish.pdf', 'acqsc_charter_of_rights_a5_booklet_-_vietnamese.pdf']"
Restrain Scenarios,CATEGORY,['FILE'],['restraint_scenarios_v1.pdf']
Policy,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE']","['ACQSC-Complaints-policy.docx', 'acqsc_complaints_about_us_form.docx', 'CER Media Release 18 August 2017 FINAL.docx', 'Complaints policy.docx']"
Complaints,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE']","['ACQSC-Complaints-policy.docx', 'acqsc_complaints_about_us_form.docx', 'CER Media Release 18 August 2017 FINAL.docx', 'Complaints policy.docx']"
Dept Health,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['arabic_-_dept_health_-_charter_of_aged_care_rights.docx', 'arabic_-_dept_health_-_charter_of_aged_care_rights.pdf', 'chinese_simplified_-_dept_health_-_charter_of_aged_care_rights.docx', 'chinese_simplified_-_dept_health_-_charter_of_aged_care_rights.pdf', 'chinese_traditional_-_dept_health_-_charter_of_aged_care_rights.docx', 'chinese_traditional_-_dept_health_-_charter_of_aged_care_rights.pdf', 'croatian_-_dept_health_-_charter_of_aged_care_rights.docx', 'croatian_-_dept_health_-_charter_of_aged_care_rights.pdf', 'dutch_-_dept_health_-_charter_of_aged_care_rights.docx', 'dutch_-_dept_health_-_charter_of_aged_care_rights.pdf', 'german_-_dept_health_-_charter_of_aged_care_rights.docx', 'german_-_dept_health_-_charter_of_aged_care_rights.pdf', 'greek_-_dept_health_-_charter_of_aged_care_rights.docx', 'greek_-_dept_health_-_charter_of_aged_care_rights.pdf', 'hindi_-_dept_health_-_charter_of_aged_care_rights.docx', 'hindi_-_dept_health_-_charter_of_aged_care_rights.pdf', 'hungarian_-_dept_health_-_charter_of_aged_care_rights.docx', 'hungarian_-_dept_health_-_charter_of_aged_care_rights.pdf', 'italian_-_dept_health_-_charter_of_aged_care_rights.docx', 'italian_-_dept_health_-_charter_of_aged_care_rights.pdf', 'korean_-_dept_health_-_charter_of_aged_care_rights.docx', 'korean_-_dept_health_-_charter_of_aged_care_rights.pdf', 'macedonian_-_dept_health_-_charter_of_aged_care_rights_0.docx', 'macedonian_-_dept_health_-_charter_of_aged_care_rights_0.pdf', 'maltese_-_dept_health_-_charter_of_aged_care_rights.docx', 'maltese_-_dept_health_-_charter_of_aged_care_rights.pdf', 'polish_-_dept_health_-_charter_of_aged_care_rights_0.docx', 'polish_-_dept_health_-_charter_of_aged_care_rights_0.pdf', 'russian_-_dept_health_-_charter_of_aged_care_rights.docx', 'russian_-_dept_health_-_charter_of_aged_care_rights.pdf', 'serbian_-_dept_health_-_charter_of_aged_care_rights.docx', 'serbian_-_dept_health_-_charter_of_aged_care_rights.pdf', 'spanish_-_dept_health_-_charter_of_aged_care_rights.docx', 'spanish_-_dept_health_-_charter_of_aged_care_rights.pdf', 'vietnamese_-_dept_health_-_charter_of_aged_care_rights.docx', 'vietnamese_-_dept_health_-_charter_of_aged_care_rights.pdf']"
Human Resources,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE']","['ACQSC Application Cover form.doc', 'Complaints Officer APS5 APS6- Job Package- Temp register.pdf', 'Fact sheet Human resource management.docx', 'Senior Quality Assessor - Job Papackage- Temp Register .pdf']"
Key Changes for Providers,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['Fact sheet - changes to the Rules - external facing.pdf', 'Key changes for providers from January 1 2020 - Accreditation and re-accreditation.pdf', 'Key changes for providers from January 1 2020 - Assessment contacts.pdf', 'Key changes for providers from January 1 2020 - Quality reviews.pdf', 'Key changes for providers from January 1 2020 - Review audits.pdf', 'Key changes for providers from January 1 2020 - Serious risk.pdf', 'Key changes for providers from January 1 2020 - Timetable for improvement.pdf']"
Notice of Collection,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['Notice of Collection - Arabic_0.pdf', 'Notice of Collection.pdf', 'Notice of Collection_2.pdf', 'notice_of_collection_-_dutch.pdf', 'notice_of_collection_-_french.pdf', 'notice_of_collection_-_german.pdf', 'notice_of_collection_-_greek.pdf', 'notice_of_collection_-_hindi.pdf', 'notice_of_collection_-_hungarian.pdf', 'notice_of_collection_-_korean.pdf', 'notice_of_collection_-_latvian.pdf', 'notice_of_collection_-_macedonian.pdf', 'notice_of_collection_-_polish.pdf', 'notice_of_collection_-_portuguese.pdf', 'notice_of_collection_-_russian.pdf', 'notice_of_collection_-_serbian.pdf', 'notice_of_collection_-_turkish.pdf', 'notice_of_collection_-_ukranian.pdf']"
Regulatory Bulletin,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['rb_2019-03_exclusion_of_specific_dates_for_unannounced_visits.pdf', 'rb_2019-03_exclusion_of_specific_dates_for_unannounced_visits_0.docx', 'rb_2019-04_responding_to_non-compliance_with_the_acqs.docx', 'rb_2019-04_responding_to_non-compliance_with_the_acqs.pdf', 'rb_2019-05_acqs_performance_assessment_methodology.pdf', 'rb_2019-05_acqs_performance_assessment_methodology_0.docx', 'rb_2019-06_regulatory_decision-making.docx', 'rb_2019-06_regulatory_decision-making.pdf', 'rb_2019-07_reconsideration_of_regulatory_decisions.docx', 'rb_2019-07_reconsideration_of_regulatory_decisions.pdf', 'rb_2019-08_regulation_of_physical_and_chemical_restraint_0.docx', 'rb_2019-08_v2.1.pdf', 'rb_2020-09_assessment_contacts_in_residential_and_home_services.pdf', 'rb_2020-09_assessment_contacts_in_residential_and_home_services_0.docx', 'rb_2020-10_quality-assessor-registration.docx', 'rb_2020-10_quality_assessor_registration.pdf', 'rb_2020-11_publication_of_provider_performance_information_07_2020.docx', 'rb_2020-11_publication_of_provider_performance_information_07_2020.pdf']"
Sector Performance,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['ACQSC Sector Performance Data_April - June 2019.pdf', 'ACQSC-001-Sector_Performance_Data_JUL-DEC18_v12.pdf', 'ACQSC_Sector_Performance_Data_JAN-MAR19_v5.pdf', 'ACQSC_Sector_Performance_Data_JUL-SEP_2019.pdf', 'ACQSC_Sector_Performance_Data_October-December_2019 final.pdf']"
COVID-19,CATEGORY,"['FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE', 'FILE']","['a3_poster_-_how_to_stay_safe_from_covid-19.pdf', 'a3_poster_-_what_to_expect_during_a_covid-19_outbreak.pdf', 'a4_guide_-_what_to_expect_during_a_covid-19_outbreak.pdf', 'a4_how-to_guide_-_how_to_stay_safe_from_covid-19.pdf', 'ACQSC Schematic.pdf', 'acqsc_factsheet_res_covid_questions_v4.pdf', 'acqsc_fact_sheet_industry_code_covid_visit.pdf', 'are_you_alert_and_ready_-_home_care_services.pdf', 'are_you_alert_and_ready_residential_all_states.pdf', 'are_you_alert_and_ready_v1.pdf', 'Correspondence_COVID_Preparedness_7_July_2020.pdf', 'covid-19-flowchart_a3_posters_v12.pdf', 'covid-19_-_etiquette_-_coughing.pdf', 'covid-19_-_etiquette_-_sneezing.pdf', 'covid-19_keeping_yourself_safe_storyboard.pdf', 'covid-19_keeping_yourself_safe_storyboard_explainer.docx', 'covid-19_keeping_yourself_safe_storyboard_explainer.pdf', 'covid-19_keeping_your_loved_one_safe_in_residential_care_storyboard_user_guide.docx', 'covid-19_keeping_your_loved_one_safe_in_residential_care_storyboard_user_guide.pdf', 'covid-19_self_isolation_storyboard.pdf', 'covid-19_self_isolation_storyboard_explainer.docx', 'covid-19_self_isolation_storyboard_explainer.pdf', 'covid-19_social_and_physical_distancing_storyboard.pdf', 'covid-19_social_and_physical_distancing_storyboard_explainer.docx', 'covid-19_social_and_physical_distancing_storyboard_explainer.pdf', 'covid-19_staying_safe_in_rural_and_remote_communities_storyboard.pdf', 'covid-19_staying_safe_in_rural_and_remote_communities_storyboard_explainer.docx', 'covid-19_staying_safe_in_rural_and_remote_communities_storyboard_explainer.pdf', 'covid-19_working_safely_in_community_care_storyboard.pdf', 'covid-19_working_safely_in_community_care_storyboard_explainer.docx', 'covid-19_working_safely_in_community_care_storyboard_explainer.pdf', 'email_footer_-_how_to_stay_safe_from_covid-19.pdf', 'keeping_your_loved_one_safe_in_residential_care_storyboard.pdf', 'social_media_tile_-_how_to_stay_safe_from_covid-19.pdf', 'website_banner_-_how_to_stay_safe_from_covid-19.pdf', 'coronavirus-covid-19-when-to-use-personal-protective-equipment-in-aged-care.pdf', 'flu_vax_poster_aged_care_residential.pdf']"
